NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
CENTEXT,500083,INE281A01026,Century Extrusions Ltd.,Aluminium and Aluminium Products,7,Metals & Mining,13,66.8286102777777699657235643826425075531005859375
CENTRALBK,532885,INE483A01010,Central Bank of India,Banks,11,Banking and Finance,21,46.68694444444444258124349289573729038238525390625
CENTUM,517544,INE320B01020,Centum Electronics Ltd.,Electronic Components,40,Commercial Services & Supplies,25,52.217499166666669907499453984200954437255859375
CENTURYPLY,532548,INE348B01021,Century Plyboards (India) Ltd.,Forest Products,48,Forest Materials,16,39.6983333333333376913287793286144733428955078125
ABREL,500040,INE055A01016,Aditya Birla Real Estate Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,43.3544444444444394548554555512964725494384765625
CERA,532443,INE739E01017,Cera Sanitaryware Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,54.8299991666666670653285109438002109527587890625
CEREBRAINT,532413,INE345B01019,Cerebra Integrated Technologies Ltd.,Computer Hardware,25,Hardware Technology & Equipment,5,32.512222222222220580079010687768459320068359375
CESC,500084,INE486A01021,CESC Ltd.,Electric Utilities,39,Utilities,28,63.742777777777774872447480447590351104736328125
CGCL,531595,INE180C01042,Capri Global Capital Ltd.,Finance (including NBFCs),44,Banking and Finance,21,35.840276944444440232473425567150115966796875
CHAMBLFERT,500085,INE085A01013,Chambal Fertilisers & Chemicals Ltd.,Fertilizers,42,Fertilizers,27,73.73972138888888139263144694268703460693359375
CHENNPETRO,500110,INE178A01016,Chennai Petroleum Corporation Ltd.,Refineries/Petro-Products,104,Oil & Gas,12,66.150834166666669489131891168653964996337890625
CHOLAFIN,511243,INE121A01024,Cholamandalam Investment & Finance Company Ltd.,Finance (including NBFCs),44,Banking and Finance,21,37.279165833333337332078372128307819366455078125
CIGNITITEC,534758,INE675C01017,Cigniti Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,52.17388805555555109094711951911449432373046875
CINELINE,532807,INE704H01022,Cineline India Ltd.,Movies & Entertainment,79,Media,3,38.0836119444444420878426171839237213134765625
CINEVISTA,532324,INE039B01026,Cinevista Ltd.,Movies & Entertainment,79,Media,3,
CIPLA,500087,INE059A01026,Cipla Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,65.178888888888877772842533886432647705078125
HEUBACHIND,506390,INE492A01029,Heubach Colorants India Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,63.7902777777777743040132918395102024078369140625
CNOVAPETRO,533407,INE672K01025,CIL Nova Petrochemicals Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
COALINDIA,533278,INE522F01014,Coal India Ltd.,Coal,20,Metals & Mining,13,73.833888888888878909710911102592945098876953125
COLPAL,500830,INE259A01022,Colgate-Palmolive (India) Ltd.,Personal Products,97,FMCG,7,59.7363888888888823203160427510738372802734375
COMPINFO,532456,INE070C01037,Compuage Infocom Ltd.,Storage Media & Peripherals,111,Commercial Services & Supplies,25,
COMPUSOFT,532339,INE453B01029,Compucom Software Ltd.,IT Training Services,73,Software & Services,1,41.4019444444444388864212669432163238525390625
CONCOR,531344,INE111A01025,Container Corporation of India Ltd.,Warehousing and Logistics,134,Commercial Services & Supplies,25,64.9791675000000026329871616326272487640380859375
CONSOFINVT,500226,INE025A01027,Consolidated Finvest & Holdings Ltd.,Finance (including NBFCs),44,Banking and Finance,21,45.6861119444444483406186918728053569793701171875
CORDSCABLE,532941,INE792I01017,Cords Cable Industries Ltd.,Telecom Cables,116,Telecommunications Equipment,22,68.6136102777777665551184327341616153717041015625
COROENGG,533167,INE312J01012,Coromandel Engineering Company Ltd.,Realty,103,Realty,18,35.81638972222221894980975775979459285736083984375
COROMANDEL,506395,INE169A01031,Coromandel International Ltd.,Fertilizers,42,Fertilizers,27,47.98222305555555777800691430456936359405517578125
COSMOFIRST,508814,INE757A01017,Cosmo First Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,52.27027694444443994825633126311004161834716796875
COUNCODOS,531624,INE695B01025,Country Condo's Ltd.,Realty,103,Realty,18,
CREATIVEYE,532392,INE230B01021,Creative Eye Ltd.,Broadcasting & Cable TV,15,Media,3,
CREST,511413,INE559D01011,Crest Ventures Ltd.,Finance (including NBFCs),44,Banking and Finance,21,55.176944444444444570763153024017810821533203125
CRISIL,500092,INE007A01025,Crisil Ltd.,Other Financial Services,87,Banking and Finance,21,59.9769452777777729579611332155764102935791015625
CGPOWER,500093,INE067A01029,CG Power and Industrial Solutions Ltd.,Heavy Electrical Equipment,54,General Industrials,24,53.7941666666666691298814839683473110198974609375
CTE,532801,INE627H01017,Cambridge Technology Enterprises Ltd.,IT Consulting & Software,70,Software & Services,1,56.382223055555556356921442784368991851806640625
CUB,532210,INE491A01021,City Union Bank Ltd.,Banks,11,Banking and Finance,21,57.9030555555555537239342811517417430877685546875
CUBEXTUB,526027,INE144D01012,Cubex Tubings Ltd.,Copper,31,Metals & Mining,13,72.35472138888889048757846467196941375732421875
CUMMINSIND,500480,INE298A01020,Cummins India Ltd.,Industrial Machinery,62,General Industrials,24,58.761388888888888004657928831875324249267578125
CYBERMEDIA,532640,INE278G01037,Cyber Media (India) Ltd.,Publishing,102,Commercial Services & Supplies,25,
CYBERTECH,532173,INE214A01019,Cybertech Systems & Software Ltd.,IT Consulting & Software,70,Software & Services,1,54.50305555555555514501975267194211483001708984375
CYIENT,532175,INE136B01020,Cyient Ltd.,IT Consulting & Software,70,Software & Services,1,63.28055638888888978499380755238234996795654296875
LTFOODS,532783,INE818H01020,LT Foods Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,75.4972213888888887822758988477289676666259765625
DABUR,500096,INE016A01026,Dabur India Ltd.,Personal Products,97,FMCG,7,50.40666666666667339313789852894842624664306640625
DALMIASUG,500097,INE495A01022,Dalmia Bharat Sugar and Industries Ltd.,Sugar,112,Food Beverages & Tobacco,4,53.5152769444444373903024825267493724822998046875
DATAMATICS,532528,INE365B01017,Datamatics Global Services Ltd.,IT Consulting & Software,70,Software & Services,1,41.384165833333327100262977182865142822265625
DBCORP,533151,INE950I01011,DB Corp Ltd.,Publishing,102,Commercial Services & Supplies,25,75.4047213888888876454075216315686702728271484375
DBREALTY,533160,INE879I01012,Valor Estate Ltd.,Realty,103,Realty,18,57.4291666666666742457891814410686492919921875
DBSTOCKBRO,530393,INE921B01025,DB (International) Stock Brokers Ltd.,Capital Markets,126,Banking and Finance,21,56.87583416666667091021736268885433673858642578125
DCBBANK,532772,INE503A01015,DCB Bank Ltd.,Banks,11,Banking and Finance,21,37.8588897222222158234217204153537750244140625
DCM,502820,INE498A01018,DCM Ltd.,Other Industrial Products,90,General Industrials,24,62.30944527777777608434917056001722812652587890625
DCMSHRIRAM,523367,INE499A01024,DCM Shriram Ltd.,Diversified,36,Diversified,11,45.0191658333333322161706746555864810943603515625
DCW,500117,INE500A01029,DCW Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,53.02388805555555251203259103931486606597900390625
DECCANCE,502137,INE583C01021,Deccan Cements Ltd.,Cement & Cement Products,18,Cement and Construction ,26,50.4502769444444396640392369590699672698974609375
DEEPAKFERT,500645,INE501A01019,Deepak Fertilisers & Petrochemicals Corporation Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,65.3494452777777752316978876478970050811767578125
DEEPAKNTR,506401,INE288B01029,Deepak Nitrite Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,62.370277777777772598710726015269756317138671875
DEEPENR,532760,INE677H01012,Deep Energy Resources Ltd.,Oil Equipment & Services,82,Oil & Gas,12,
DELTACORP,532848,INE124G01033,Delta Corp Ltd.,Other Leisure Facilities,91,Diversified Consumer Services,15,40.3833333333333399650655337609350681304931640625
DELTAMAGNT,504286,INE393A01011,Delta Manufacturing Ltd.,Other Industrial Products,90,General Industrials,24,41.215276944444440232473425567150115966796875
DEN,533137,INE947J01015,Den Networks Ltd.,Broadcasting & Cable TV,15,Media,3,56.502499166666666496894322335720062255859375
DENORA,590031,INE244A01016,De Nora India Ltd.,Iron & Steel Products,69,Metals & Mining,13,46.5630555555555503133291495032608509063720703125
DHAMPURSUG,500119,INE041A01016,Dhampur Sugar Mills Ltd.,Sugar,112,Food Beverages & Tobacco,4,39.5375008333333397558817523531615734100341796875
DHANBANK,532180,INE680A01011,Dhanlaxmi Bank Ltd.,Banks,11,Banking and Finance,21,52.34333416666667204708573990501463413238525390625
DHANUKA,507717,INE435G01025,Dhanuka Agritech Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,57.62333416666667318395411712117493152618408203125
DHUNINV,533336,INE320L01011,Dhunseri Investments Ltd.,Other Financial Services,87,Banking and Finance,21,71.923056388888880974263884127140045166015625
DIACABS,522163,INE989C01020,Diamond Power Infrastructure Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,
DICIND,500089,INE303A01010,DIC India Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,46.959444444444443433894775807857513427734375
DISHTV,532839,INE836F01026,Dish TV India Ltd.,Broadcasting & Cable TV,15,Media,3,
DIVISLAB,532488,INE361B01024,Divi's Laboratories Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,48.833888055555547680341987870633602142333984375
DLF,532868,INE271C01023,DLF Ltd.,Realty,103,Realty,18,54.53083416666667204708573990501463413238525390625
DLINKINDIA,533146,INE250K01012,D-Link (India) Ltd.,IT Networking Equipment,71,Hardware Technology & Equipment,5,59.5799991666666670653285109438002109527587890625
DOLPHIN,522261,INE920A01037,Dolphin Offshore Enterprises (India) Ltd.,Oil Equipment & Services,82,Oil & Gas,12,
DONEAR,512519,INE668D01028,Donear Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,67.0444452777777684104876243509352207183837890625
DPSCLTD,,INE360C01024,India Power Corporation Ltd.,Electric Utilities,39,Utilities,28,65.154167499999999790816218592226505279541015625
DVL,523736,INE477B01010,Dhunseri Ventures Ltd.,Other Financial Services,87,Banking and Finance,21,54.1855555555555525870659039355814456939697265625
DREDGECORP,523618,INE506A01018,Dredging Corporation Of India Ltd.,Shipping,107,Transportation,9,56.9224991666666682021968881599605083465576171875
DRREDDY,500124,INE089A01023,Dr. Reddy's Laboratories Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,49.06527694444444165355889708735048770904541015625
DSSL,532365,INE417B01040,Dynacons Systems & Solutions Ltd.,IT Consulting & Software,70,Software & Services,1,54.728055555555556566105224192142486572265625
DWARKESH,532610,INE366A01041,Dwarikesh Sugar Industries Ltd.,Sugar,112,Food Beverages & Tobacco,4,44.0669444444444451391973416320979595184326171875
DYNAMATECH,505242,INE221B01012,Dynamatic Technologies Ltd.,Industrial Machinery,62,General Industrials,24,58.807777777777772598710726015269756317138671875
DUCON,534674,INE741L01018,Ducon Infratechnologies Ltd.,Heavy Electrical Equipment,54,General Industrials,24,72.828888888888883457184419967234134674072265625
ECLERX,532927,INE738I01010,eClerx Services Ltd.,BPO/KPO,13,Software & Services,1,52.4622230555555546516188769601285457611083984375
EDELWEISS,532922,INE532F01054,Edelweiss Financial Services Ltd.,Other Financial Services,87,Banking and Finance,21,73.4372213888888865085391444154083728790283203125
EDUCOMP,532696,INE216H01027,Educomp Solutions Ltd.,Education,38,Diversified Consumer Services,15,
EICHERMOT,505200,INE066A01021,Eicher Motors Ltd.,2/3 Wheelers,2,Automobiles & Auto Components,20,49.85388805555555080673002521507441997528076171875
EIDPARRY,500125,INE126A01031,EID Parry (India) Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,66.030834166666664941658382304012775421142578125
EIHAHOTELS,523127,INE276C01014,EIH Associated Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,52.8324991666666647915917565114796161651611328125
EIHOTEL,500840,INE230A01023,EIH Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,68.5791674999999969486452755518257617950439453125
EIMCOELECO,523708,INE158B01016,Eimco Elecon (India) Ltd.,Industrial Machinery,62,General Industrials,24,64.9802777777777720302765374071896076202392578125
EKC,532684,INE184H01027,Everest Kanto Cylinder Ltd.,Other Industrial Products,90,General Industrials,24,78.92638888888888004657928831875324249267578125
ELECON,505700,INE205B01031,Elecon Engineering Company Ltd.,Industrial Machinery,62,General Industrials,24,72.525000000000005684341886080801486968994140625
ELECTCAST,500128,INE086A01029,Electrosteel Castings Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,72.7322213888888882138417102396488189697265625
ELECTHERM,526608,INE822G01016,Electrotherm (India) Ltd.,Iron & Steel Products,69,Metals & Mining,13,
ELFORGE,531144,INE158F01017,EL Forge Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,73.5786102777777699657235643826425075531005859375
ELGIEQUIP,522074,INE285A01027,Elgi Equipments Ltd.,Industrial Machinery,62,General Industrials,24,51.1019452777777729579611332155764102935791015625
ELGIRUBCO,590023,INE819L01012,Elgi Rubber Company Ltd.,Auto Tyres & Rubber Products,10,Automobiles & Auto Components,20,51.8050008333333380505791865289211273193359375
EMAMIREAL,533218,INE778K01012,Emami Realty Ltd.,Realty,103,Realty,18,
EMAMILTD,531162,INE548C01032,Emami Ltd.,Personal Products,97,FMCG,7,63.3816675000000060435922932811081409454345703125
EMKAY,532737,INE296H01011,Emkay Global Financial Services Ltd.,Capital Markets,126,Banking and Finance,21,68.1208341666666683522635139524936676025390625
EMMBI,533161,INE753K01015,Emmbi Industries Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,71.434445277777768978921812959015369415283203125
ENERGYDEV,532219,INE306C01019,Energy Development Company Ltd.,Electric Utilities,39,Utilities,28,38.1300008333333408927501295693218708038330078125
ENGINERSIN,532178,INE510A01028,Engineers India Ltd.,Consulting Services,28,Commercial Services & Supplies,25,51.5741666666666702667498611845076084136962890625
ENIL,532700,INE265F01028,Entertainment Network (India) Ltd.,Broadcasting & Cable TV,15,Media,3,67.4177777777777720302765374071896076202392578125
EROSMEDIA,533261,INE416L01017,Eros International Media Ltd.,Movies & Entertainment,79,Media,3,43.21416583333333250038776895962655544281005859375
ESABINDIA,500133,INE284A01012,Esab India Ltd.,Other Industrial Goods,89,General Industrials,24,60.3413888888888862993553630076348781585693359375
ESCORTS,500495,INE042A01014,Escorts Kubota Ltd.,Commercial Vehicles,21,Automobiles & Auto Components,20,62.706945277777776937000453472137451171875
ESSARSHPNG,533704,INE122M01019,Essar Shipping Ltd.,Shipping,107,Transportation,9,
EPL,500135,INE255A01020,EPL Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,55.546388055555553364683873951435089111328125
ESTER,500136,INE778B01029,Ester Industries Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,34.63055472222222164191407500766217708587646484375
EUROTEXIND,521014,INE022C01012,Eurotex Industries & Exports Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
EVEREADY,531508,INE128A01029,Eveready Industries India Ltd.,Non-Durable Household Prod.,81,FMCG,7,65.92638888888888004657928831875324249267578125
EVERESTIND,508906,INE295A01018,Everest Industries Ltd.,Cement & Cement Products,18,Cement and Construction ,26,37.810000833333333503105677664279937744140625
EXCELINDUS,500650,INE369A01029,Excel Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,54.8755555555555503133291495032608509063720703125
EXCEL,533090,INE688J01023,Excel Realty N Infra Ltd.,Realty,103,Realty,18,
EXIDEIND,500086,INE302A01020,Exide Industries Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,53.665555555555556566105224192142486572265625
FACT,590024,INE188A01015,The Fertilisers and Chemicals Travancore Ltd.,Fertilizers,42,Fertilizers,27,40.8322230555555591990923858247697353363037109375
SCHAEFFLER,505790,INE513A01022,Schaeffler India Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,46.825555555555553155500092543661594390869140625
FCONSUMER,533400,INE220J01025,Future Consumer Ltd.,Packaged Foods,95,FMCG,7,
FCSSOFT,532666,INE512B01022,FCS Software Solutions Ltd.,IT Consulting & Software,70,Software & Services,1,38.55888805555554910142745939083397388458251953125
FDC,531599,INE258B01022,FDC Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,70.137221388888889350710087455809116363525390625
FEDERALBNK,500469,INE171A01029,Federal Bank Ltd.,Banks,11,Banking and Finance,21,66.559166666666669698315672576427459716796875
FIEMIND,532768,INE737H01014,FIEM Industries Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,61.2833341666666768787763430736958980560302734375
FILATEX,526227,INE816B01035,Filatex India Ltd.,Textiles,119,Textiles Apparels & Accessories,8,71.5605563888888838164348271675407886505126953125
